Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link,SI
307210,Will Fight for Food: Super Actual Sellout: Game of the Hour,16.99,-75%,0.05,2.75,8,4,1.65,11.0,-7.63,-83.93,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-307210,https://store.steampowered.com/app/307210/Will_Fight_for_Food_Super_Actual_Sellout_Game_of_the_Hour/,]
458510,Zombie Pinball,16.99,-75%,0.05,2.75,7,4,1.65,11.0,-7.63,-83.93,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-458510,https://store.steampowered.com/app/458510/Zombie_Pinball/,]
425860,Vector Assault,16.99,-80%,0.05,2.75,7,4,1.65,11.0,-7.63,-83.93,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-425860,https://store.steampowered.com/app/425860/Vector_Assault/,]
606300,Divine Ascent,16.99,-75%,0.05,2.75,7,4,1.65,11.0,-7.63,-83.93,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-606300,https://store.steampowered.com/app/606300/Divine_Ascent/,]
565860,Tomato Way,13.19,-70%,0.04,2.2,5,3,0.99,6.6,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-565860,https://store.steampowered.com/app/565860/Tomato_Way/,]
277700,On Rusty Trails,15.99,-90%,0.06,3.3,6,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-277700,https://store.steampowered.com/app/277700/On_Rusty_Trails/,]
358960,Canabalt,15.99,-60%,0.06,3.3,5,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-358960,https://store.steampowered.com/app/358960/Canabalt/,]
342490,Shipwreck,15.99,-60%,0.06,3.3,6,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-342490,https://store.steampowered.com/app/342490/Shipwreck/,]
374060,Stairs,15.99,-90%,0.06,3.3,5,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-374060,https://store.steampowered.com/app/374060/Stairs/,]
277700,On Rusty Trails,15.99,-90%,0.06,3.3,6,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-277700,https://store.steampowered.com/app/277700/On_Rusty_Trails/,]
358960,Canabalt,15.99,-60%,0.06,3.3,5,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-358960,https://store.steampowered.com/app/358960/Canabalt/,]
342490,Shipwreck,15.99,-60%,0.06,3.3,6,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-342490,https://store.steampowered.com/app/342490/Shipwreck/,]
374060,Stairs,15.99,-90%,0.06,3.3,5,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-374060,https://store.steampowered.com/app/374060/Stairs/,]
384010,Castles,15.99,-60%,0.06,3.3,6,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-384010,https://store.steampowered.com/app/384010/Castles/,]
450030,Worst Case Z,15.99,-90%,0.06,3.3,5,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-450030,https://store.steampowered.com/app/450030/Worst_Case_Z/,]
498050,Mystery Of Rivenhallows,15.99,-60%,0.06,3.3,6,3,1.48,9.89,-7.58,-83.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-498050,https://store.steampowered.com/app/498050/Mystery_Of_Rivenhallows/,]
437100,My Night Job,21.59,-60%,0.1,5.5,5,3,2.47,16.5,-7.56,-83.16,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-437100,https://store.steampowered.com/app/437100/My_Night_Job/,]
939400,LoveChoice,21.59,-20%,0.1,5.5,5,3,2.47,16.5,-7.56,-83.16,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-939400,https://store.steampowered.com/app/939400/LoveChoice/,]
321920,Schein,22.99,-80%,0.11,6.05,5,3,2.72,18.14,-7.56,-83.16,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-321920,https://store.steampowered.com/app/321920/Schein/,]
474980,Cat President ~A More Purrfect Union~,22.99,-80%,0.11,6.05,6,3,2.72,18.14,-7.56,-83.16,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-474980,https://store.steampowered.com/app/474980/Cat_President_A_More_Purrfect_Union/,]
463510,Norman's Great Illusion,13.16,-67%,0.04,2.2,5,3,0.99,6.6,-7.55,-83.05,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-463510,https://store.steampowered.com/app/463510/Normans_Great_Illusion/,]
333660,Towers of Altrac - Epic Defense Battles,22.39,-44%,0.04,2.2,15,8,2.64,17.6,-7.43,-81.72,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-333660,https://store.steampowered.com/app/333660/Towers_of_Altrac__Epic_Defense_Battles/,]
516890,Alchemic Jousts,17.24,-85%,0.07,3.85,5,3,1.73,11.55,-7.41,-81.51,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-516890,https://store.steampowered.com/app/516890/Alchemic_Jousts/,]
352890,Caravan,12.99,-90%,0.04,2.2,6,3,0.99,6.6,-7.38,-81.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-352890,https://store.steampowered.com/app/352890/Caravan/,]
352890,Caravan,12.99,-90%,0.04,2.2,6,3,0.99,6.6,-7.38,-81.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-352890,https://store.steampowered.com/app/352890/Caravan/,]
631910,H.E.,12.99,-90%,0.04,2.2,5,3,0.99,6.6,-7.38,-81.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-631910,https://store.steampowered.com/app/631910/HE/,]
295590,Hero Generations,15.79,-80%,0.06,3.3,6,3,1.48,9.89,-7.37,-81.07,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-295590,https://store.steampowered.com/app/295590/Hero_Generations/,]
615970,Displaced,15.79,-80%,0.06,3.3,5,3,1.48,9.89,-7.37,-81.07,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-615970,https://store.steampowered.com/app/615970/Displaced/,]
463760,The Beggar's Ride,15.79,-80%,0.06,3.3,6,3,1.48,9.89,-7.37,-81.07,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-463760,https://store.steampowered.com/app/463760/The_Beggars_Ride/,]
615970,Displaced,15.79,-80%,0.06,3.3,5,3,1.48,9.89,-7.37,-81.07,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-615970,https://store.steampowered.com/app/615970/Displaced/,]
295590,Hero Generations,15.79,-80%,0.06,3.3,6,3,1.48,9.89,-7.37,-81.07,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-295590,https://store.steampowered.com/app/295590/Hero_Generations/,]
449940,! That Bastard Is Trying To Steal Our Gold !,19.99,-50%,0.09,4.95,5,3,2.22,14.85,-7.36,-80.96,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-449940,https://store.steampowered.com/app/449940/_That_Bastard_Is_Trying_To_Steal_Our_Gold/,]
567890,Zero-G,15.74,-85%,0.06,3.3,6,3,1.48,9.89,-7.33,-80.63,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-567890,https://store.steampowered.com/app/567890/ZeroG/,]
407830,Space Overlords,15.74,-85%,0.06,3.3,5,3,1.48,9.89,-7.33,-80.63,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-407830,https://store.steampowered.com/app/407830/Space_Overlords/,]
392030,Murasaki,20.39,-70%,0.07,3.85,7,4,2.31,15.4,-7.3,-80.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-392030,https://store.steampowered.com/app/392030/Murasaki/,]
392030,Murasaki,20.39,-70%,0.07,3.85,7,4,2.31,15.4,-7.3,-80.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-392030,https://store.steampowered.com/app/392030/Murasaki/,]
332400,Girlfriend Rescue,18.99,-80%,0.05,2.75,9,5,2.06,13.75,-7.29,-80.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-332400,https://store.steampowered.com/app/332400/Girlfriend_Rescue/,]
298790,Rock Boshers DX: Directors Cut,18.99,-80%,0.05,2.75,9,5,2.06,13.75,-7.29,-80.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-298790,https://store.steampowered.com/app/298790/Rock_Boshers_DX_Directors_Cut/,]
394270,Country Tales,18.99,-80%,0.05,2.75,9,5,2.06,13.75,-7.29,-80.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-394270,https://store.steampowered.com/app/394270/Country_Tales/,]
288160,The Room,16.99,-75%,0.07,3.85,5,3,1.73,11.55,-7.16,-78.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-288160,https://store.steampowered.com/app/288160/The_Room/,]
425580,The Room Two,16.99,-75%,0.07,3.85,6,3,1.73,11.55,-7.16,-78.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-425580,https://store.steampowered.com/app/425580/The_Room_Two/,]
395550,Operation Hardcore,16.99,-75%,0.07,3.85,5,3,1.73,11.55,-7.16,-78.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-395550,https://store.steampowered.com/app/395550/Operation_Hardcore/,]
312230,Spirits of Xanadu,16.99,-75%,0.07,3.85,5,3,1.73,11.55,-7.16,-78.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-312230,https://store.steampowered.com/app/312230/Spirits_of_Xanadu/,]
486230,Con Amore,16.99,-75%,0.07,3.85,5,3,1.73,11.55,-7.16,-78.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-486230,https://store.steampowered.com/app/486230/Con_Amore/,]
324170,Pyrite Heart,16.99,-75%,0.07,3.85,6,3,1.73,11.55,-7.16,-78.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-324170,https://store.steampowered.com/app/324170/Pyrite_Heart/,]
375020,Al Emmo's Postcards from Anozira,16.99,-75%,0.07,3.85,5,3,1.73,11.55,-7.16,-78.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-375020,https://store.steampowered.com/app/375020/Al_Emmos_Postcards_from_Anozira/,]
302010,The Blue Flamingo,16.99,-75%,0.07,3.85,5,3,1.73,11.55,-7.16,-78.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-302010,https://store.steampowered.com/app/302010/The_Blue_Flamingo/,]
460640,Breached,23.74,-75%,0.12,6.6,5,3,2.96,19.79,-6.91,-76.01,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-460640,https://store.steampowered.com/app/460640/Breached/,]
416370,Showing Tonight: Mindhunters Incident,19.99,-50%,0.04,2.2,14,7,2.31,15.4,-6.89,-75.78,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-416370,https://store.steampowered.com/app/416370/Showing_Tonight_Mindhunters_Incident/,]
435120,Rusty Lake Hotel,18.08,-33%,0.06,3.3,7,4,1.98,13.2,-6.86,-75.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-435120,https://store.steampowered.com/app/435120/Rusty_Lake_Hotel/,]
562260,WAVESHAPER,19.49,-75%,0.09,4.95,5,3,2.22,14.85,-6.86,-75.46,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-562260,https://store.steampowered.com/app/562260/WAVESHAPER/,]
523650,Lust for Darkness,17.99,-90%,0.08,4.4,5,3,1.98,13.2,-6.77,-74.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-523650,https://store.steampowered.com/app/523650/Lust_for_Darkness/,]
356910,Battle Fantasia -Revised Edition-,17.99,-90%,0.04,2.2,12,6,1.98,13.2,-6.77,-74.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-356910,https://store.steampowered.com/app/356910/Battle_Fantasia_Revised_Edition/,]
733740,Sakura Cupid,32.49,-75%,0.11,6.05,9,5,4.53,30.25,-6.77,-74.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-733740,https://store.steampowered.com/app/733740/Sakura_Cupid/,]
557040,99Vidas,15.99,-90%,0.04,2.2,10,5,1.65,11.0,-6.64,-73.03,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-557040,https://store.steampowered.com/app/557040/99Vidas/,]
107310,Cthulhu Saves the World,15.99,-60%,0.05,2.75,8,4,1.65,11.0,-6.64,-73.03,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-107310,https://store.steampowered.com/app/107310/Cthulhu_Saves_the_World/,]
384590,Polychromatic,15.99,-60%,0.05,2.75,7,4,1.65,11.0,-6.64,-73.03,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-384590,https://store.steampowered.com/app/384590/Polychromatic/,]
557040,99Vidas,15.99,-90%,0.04,2.2,10,5,1.65,11.0,-6.64,-73.03,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-557040,https://store.steampowered.com/app/557040/99Vidas/,]
107310,Cthulhu Saves the World,15.99,-60%,0.05,2.75,8,4,1.65,11.0,-6.64,-73.03,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-107310,https://store.steampowered.com/app/107310/Cthulhu_Saves_the_World/,]
384590,Polychromatic,15.99,-60%,0.05,2.75,7,4,1.65,11.0,-6.64,-73.03,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-384590,https://store.steampowered.com/app/384590/Polychromatic/,]
514240,ALONE?,15.99,-60%,0.05,2.75,8,4,1.65,11.0,-6.64,-73.03,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-514240,https://store.steampowered.com/app/514240/ALONE/,]
494580,STANDBY,15.99,-60%,0.04,2.2,9,5,1.65,11.0,-6.64,-73.03,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-494580,https://store.steampowered.com/app/494580/STANDBY/,]
328500,Potatoman Seeks the Troof,21.59,-60%,0.04,2.2,15,8,2.64,17.6,-6.62,-72.82,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-328500,https://store.steampowered.com/app/328500/Potatoman_Seeks_the_Troof/,]
361350,Skyhook,13.59,-80%,0.05,2.75,5,3,1.23,8.25,-6.57,-72.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-361350,https://store.steampowered.com/app/361350/Skyhook/,]
355920,Pixel Puzzles 2: Space,13.59,-80%,0.05,2.75,5,3,1.23,8.25,-6.57,-72.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-355920,https://store.steampowered.com/app/355920/Pixel_Puzzles_2_Space/,]
651340,Shephy,13.59,-80%,0.05,2.75,6,3,1.23,8.25,-6.57,-72.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-651340,https://store.steampowered.com/app/651340/Shephy/,]
547910,The Survey,13.59,-80%,0.05,2.75,5,3,1.23,8.25,-6.57,-72.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-547910,https://store.steampowered.com/app/547910/The_Survey/,]
607210,Possessed,13.59,-80%,0.05,2.75,5,3,1.23,8.25,-6.57,-72.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-607210,https://store.steampowered.com/app/607210/Possessed/,]
571340,Seeking Evil: The Wendigo,13.59,-80%,0.05,2.75,5,3,1.23,8.25,-6.57,-72.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-571340,https://store.steampowered.com/app/571340/Seeking_Evil_The_Wendigo/,]
368590,Albert and Otto,13.59,-80%,0.05,2.75,5,3,1.23,8.25,-6.57,-72.27,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-368590,https://store.steampowered.com/app/368590/Albert_and_Otto/,]
501930,Sig.NULL,13.99,-75%,0.04,2.2,8,4,1.32,8.8,-6.51,-71.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-501930,https://store.steampowered.com/app/501930/SigNULL/,]
632880,The Majesty of Colors Remastered,13.49,-50%,0.05,2.75,5,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-632880,https://store.steampowered.com/app/632880/The_Majesty_of_Colors_Remastered/,]
502210,Super Markup Man,13.49,-75%,0.05,2.75,6,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-502210,https://store.steampowered.com/app/502210/Super_Markup_Man/,]
528510,Turbo Pug 3D,13.49,-50%,0.05,2.75,5,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-528510,https://store.steampowered.com/app/528510/Turbo_Pug_3D/,]
375030,Korwin The Game,13.49,-50%,0.05,2.75,5,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-375030,https://store.steampowered.com/app/375030/Korwin_The_Game/,]
329830,The Moon Sliver,13.49,-50%,0.05,2.75,6,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-329830,https://store.steampowered.com/app/329830/The_Moon_Sliver/,]
603090,Dream Stone,13.49,-50%,0.05,2.75,5,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-603090,https://store.steampowered.com/app/603090/Dream_Stone/,]
439530,Rock-N-Rogue: A Boo Bunny Plague Adventure,13.49,-50%,0.05,2.75,6,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-439530,https://store.steampowered.com/app/439530/RockNRogue_A_Boo_Bunny_Plague_Adventure/,]
448610,Draw Rider,13.49,-50%,0.05,2.75,5,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-448610,https://store.steampowered.com/app/448610/Draw_Rider/,]
364700,Dawn of the Plow,13.49,-75%,0.05,2.75,5,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-364700,https://store.steampowered.com/app/364700/Dawn_of_the_Plow/,]
492490,Zombie Apocalypse: Escape The Undead City,13.49,-50%,0.05,2.75,6,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-492490,https://store.steampowered.com/app/492490/Zombie_Apocalypse_Escape_The_Undead_City/,]
636700,Crappy Day Enhanced Edition,13.49,-50%,0.05,2.75,5,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-636700,https://store.steampowered.com/app/636700/Crappy_Day_Enhanced_Edition/,]
354040,Hypership Out of Control,13.49,-50%,0.05,2.75,6,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-354040,https://store.steampowered.com/app/354040/Hypership_Out_of_Control/,]
398590,Deffactor,13.49,-50%,0.05,2.75,5,3,1.23,8.25,-6.47,-71.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-398590,https://store.steampowered.com/app/398590/Deffactor/,]
437030,MEMENTO,15.79,-80%,0.05,2.75,8,4,1.65,11.0,-6.44,-70.84,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-437030,https://store.steampowered.com/app/437030/MEMENTO/,]
307600,Chainsaw Warrior: Lords of the Night,15.79,-80%,0.05,2.75,7,4,1.65,11.0,-6.44,-70.84,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-307600,https://store.steampowered.com/app/307600/Chainsaw_Warrior_Lords_of_the_Night/,]
437020,WITCH-BOT MEGLILO,15.79,-80%,0.05,2.75,7,4,1.65,11.0,-6.44,-70.84,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-437020,https://store.steampowered.com/app/437020/WITCHBOT_MEGLILO/,]
334100,Extreme Exorcism,15.79,-80%,0.05,2.75,8,4,1.65,11.0,-6.44,-70.84,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-334100,https://store.steampowered.com/app/334100/Extreme_Exorcism/,]
298830,Millennium 3 - Cry Wolf,15.79,-80%,0.05,2.75,7,4,1.65,11.0,-6.44,-70.84,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-298830,https://store.steampowered.com/app/298830/Millennium_3__Cry_Wolf/,]
307600,Chainsaw Warrior: Lords of the Night,15.79,-80%,0.05,2.75,7,4,1.65,11.0,-6.44,-70.84,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-307600,https://store.steampowered.com/app/307600/Chainsaw_Warrior_Lords_of_the_Night/,]
437030,MEMENTO,15.79,-80%,0.05,2.75,8,4,1.65,11.0,-6.44,-70.84,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-437030,https://store.steampowered.com/app/437030/MEMENTO/,]
915460,ULTIMATE HARDBASS DEFENCE,16.19,-40%,0.07,3.85,5,3,1.73,11.55,-6.37,-70.07,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-915460,https://store.steampowered.com/app/915460/ULTIMATE_HARDBASS_DEFENCE/,]
461360,Thorne - Son of Slaves (Ep.2),16.19,-70%,0.07,3.85,5,3,1.73,11.55,-6.37,-70.07,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-461360,https://store.steampowered.com/app/461360/Thorne__Son_of_Slaves_Ep2/,]
362140,Ashes of Immortality II,18.99,-80%,0.09,4.95,5,3,2.22,14.85,-6.36,-69.96,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-362140,https://store.steampowered.com/app/362140/Ashes_of_Immortality_II/,]
465280,Yesterday Origins,17.99,-90%,0.05,2.75,9,5,2.06,13.75,-6.29,-69.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-465280,https://store.steampowered.com/app/465280/Yesterday_Origins/,]
334280,Lost Sea,17.99,-90%,0.05,2.75,9,5,2.06,13.75,-6.29,-69.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-334280,https://store.steampowered.com/app/334280/Lost_Sea/,]
338060,Mahjong Pretty Girls Battle,17.99,-90%,0.05,2.75,9,5,2.06,13.75,-6.29,-69.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-338060,https://store.steampowered.com/app/338060/Mahjong_Pretty_Girls_Battle/,]
283020,The Campaign Series: Fall Weiss,17.99,-90%,0.05,2.75,9,5,2.06,13.75,-6.29,-69.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-283020,https://store.steampowered.com/app/283020/The_Campaign_Series_Fall_Weiss/,]
517460,SteamHammerVR - The Rogue Apprentice,17.99,-90%,0.05,2.75,9,5,2.06,13.75,-6.29,-69.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-517460,https://store.steampowered.com/app/517460/SteamHammerVR__The_Rogue_Apprentice/,]
283020,The Campaign Series: Fall Weiss,17.99,-90%,0.05,2.75,9,5,2.06,13.75,-6.29,-69.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-283020,https://store.steampowered.com/app/283020/The_Campaign_Series_Fall_Weiss/,]
411760,Swordbreaker The Game,17.99,-55%,0.05,2.75,9,5,2.06,13.75,-6.29,-69.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-411760,https://store.steampowered.com/app/411760/Swordbreaker_The_Game/,]
573660,AereA,17.99,-90%,0.05,2.75,10,5,2.06,13.75,-6.29,-69.19,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-573660,https://store.steampowered.com/app/573660/AereA/,]
429520,Falcon Gold,13.29,-86%,0.05,2.75,6,3,1.23,8.25,-6.27,-68.97,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-429520,https://store.steampowered.com/app/429520/Falcon_Gold/,]
1150890,The Bunker 69,18.89,-30%,0.09,4.95,5,3,2.22,14.85,-6.26,-68.86,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1150890,https://store.steampowered.com/app/1150890/The_Bunker_69/,]
344860,Crystal Story II,13.19,-67%,0.05,2.75,6,3,1.23,8.25,-6.17,-67.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-344860,https://store.steampowered.com/app/344860/Crystal_Story_II/,]
529450,I Know a Tale,13.19,-67%,0.05,2.75,5,3,1.23,8.25,-6.17,-67.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-529450,https://store.steampowered.com/app/529450/I_Know_a_Tale/,]
343440,Crash Drive 2,13.59,-80%,0.04,2.2,7,4,1.32,8.8,-6.11,-67.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-343440,https://store.steampowered.com/app/343440/Crash_Drive_2/,]
242820,140,13.59,-80%,0.04,2.2,8,4,1.32,8.8,-6.11,-67.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-242820,https://store.steampowered.com/app/242820/140/,]
588240,Frisky Business,13.59,-80%,0.04,2.2,8,4,1.32,8.8,-6.11,-67.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-588240,https://store.steampowered.com/app/588240/Frisky_Business/,]
264730,Deadly 30,13.59,-80%,0.04,2.2,7,4,1.32,8.8,-6.11,-67.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-264730,https://store.steampowered.com/app/264730/Deadly_30/,]
504880,Pixel Puzzles 2: RADical ROACH,13.59,-80%,0.04,2.2,7,4,1.32,8.8,-6.11,-67.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-504880,https://store.steampowered.com/app/504880/Pixel_Puzzles_2_RADical_ROACH/,]
634200,Tanks vs Aliens,13.59,-80%,0.04,2.2,7,4,1.32,8.8,-6.11,-67.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-634200,https://store.steampowered.com/app/634200/Tanks_vs_Aliens/,]
484950,Evil Maze,13.49,-50%,0.04,2.2,7,4,1.32,8.8,-6.01,-66.11,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-484950,https://store.steampowered.com/app/484950/Evil_Maze/,]
546180,Starry Nights : Helix,13.49,-75%,0.04,2.2,8,4,1.32,8.8,-6.01,-66.11,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-546180,https://store.steampowered.com/app/546180/Starry_Nights__Helix/,]
271640,Humanity Asset,13.49,-50%,0.04,2.2,8,4,1.32,8.8,-6.01,-66.11,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-271640,https://store.steampowered.com/app/271640/Humanity_Asset/,]
205910,Tiny and Big: Grandpa's Leftovers,12.99,-90%,0.05,2.75,5,3,1.23,8.25,-5.97,-65.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-205910,https://store.steampowered.com/app/205910/Tiny_and_Big_Grandpas_Leftovers/,]
205910,Tiny and Big: Grandpa's Leftovers,12.99,-90%,0.05,2.75,5,3,1.23,8.25,-5.97,-65.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-205910,https://store.steampowered.com/app/205910/Tiny_and_Big_Grandpas_Leftovers/,]
562690,Immersion,12.99,-90%,0.05,2.75,5,3,1.23,8.25,-5.97,-65.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-562690,https://store.steampowered.com/app/562690/Immersion/,]
581310,Riskers,12.99,-90%,0.05,2.75,6,3,1.23,8.25,-5.97,-65.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-581310,https://store.steampowered.com/app/581310/Riskers/,]
