Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link,SI
639790,DEEP SPACE WAIFU,19.99,-50%,0.06,3.3,10,5,2.47,16.5,-5.95,-65.45,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-639790,https://store.steampowered.com/app/639790/DEEP_SPACE_WAIFU/,]
302610,Boson X,19.99,-50%,0.1,5.5,5,3,2.47,16.5,-5.95,-65.45,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-302610,https://store.steampowered.com/app/302610/Boson_X/,]
593680,Rocking Pilot,19.99,-50%,0.05,2.75,12,6,2.47,16.5,-5.95,-65.45,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-593680,https://store.steampowered.com/app/593680/Rocking_Pilot/,]
395170,DISTRAINT: Deluxe Edition,11.55,-83%,0.04,2.2,6,3,0.99,6.6,-5.94,-65.34,,X,"lowest price is ARS$ 7,47 at -89%",17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-395170,https://store.steampowered.com/app/395170/DISTRAINT_Deluxe_Edition/,]
521280,Atlantis: Pearls of the Deep,14.24,-85%,0.06,3.3,6,3,1.48,9.89,-5.83,-64.13,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-521280,https://store.steampowered.com/app/521280/Atlantis_Pearls_of_the_Deep/,]
425040,ComixPlay #1: The Endless Incident,14.24,-85%,0.06,3.3,6,3,1.48,9.89,-5.83,-64.13,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-425040,https://store.steampowered.com/app/425040/ComixPlay_1_The_Endless_Incident/,]
424010,Crudelis,14.24,-85%,0.06,3.3,6,3,1.48,9.89,-5.83,-64.13,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-424010,https://store.steampowered.com/app/424010/Crudelis/,]
485620,Pick a Hero,18.89,-30%,0.07,3.85,7,4,2.31,15.4,-5.8,-63.8,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-485620,https://store.steampowered.com/app/485620/Pick_a_Hero/,]
1048100,Peekaboo,16.99,-75%,0.03,1.65,15,8,1.98,13.2,-5.77,-63.47,,X,"lowest price is ARS$ 7,47 at -89%",17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-1048100,https://store.steampowered.com/app/1048100/Peekaboo/,]
1285160,Depanneur Nocturne,16.99,-75%,0.08,4.4,6,3,1.98,13.2,-5.77,-63.47,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1285160,https://store.steampowered.com/app/1285160/Depanneur_Nocturne/,]
390220,Toilet Tycoon,16.99,-75%,0.06,3.3,7,4,1.98,13.2,-5.77,-63.47,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-390220,https://store.steampowered.com/app/390220/Toilet_Tycoon/,]
513330,Party Tycoon,16.99,-75%,0.08,4.4,5,3,1.98,13.2,-5.77,-63.47,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-513330,https://store.steampowered.com/app/513330/Party_Tycoon/,]
415670,Highrise Heroes: Word Challenge,16.99,-75%,0.04,2.2,11,6,1.98,13.2,-5.77,-63.47,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-415670,https://store.steampowered.com/app/415670/Highrise_Heroes_Word_Challenge/,]
360450,Kiai Resonance,16.99,-75%,0.06,3.3,7,4,1.98,13.2,-5.77,-63.47,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-360450,https://store.steampowered.com/app/360450/Kiai_Resonance/,]
572330,The Fan,19.74,-75%,0.06,3.3,9,5,2.47,16.5,-5.7,-62.7,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-572330,https://store.steampowered.com/app/572330/The_Fan/,]
266210,One Way Heroics,14.09,-70%,0.06,3.3,5,3,1.48,9.89,-5.68,-62.48,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-266210,https://store.steampowered.com/app/266210/One_Way_Heroics/,]
573680,Real Farm,22.49,-90%,0.12,6.6,6,3,2.96,19.79,-5.66,-62.26,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-573680,https://store.steampowered.com/app/573680/Real_Farm/,]
1210110,Midnight Ride,21.07,-69%,0.11,6.05,6,3,2.72,18.14,-5.65,-62.15,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1210110,https://store.steampowered.com/app/1210110/Midnight_Ride/,]
597730,Dark Grim Mariupolis,14.95,-78%,0.05,2.75,7,4,1.65,11.0,-5.6,-61.59,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-597730,https://store.steampowered.com/app/597730/Dark_Grim_Mariupolis/,]
394680,Mountain Crime: Requital,13.99,-65%,0.06,3.3,6,3,1.48,9.89,-5.58,-61.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-394680,https://store.steampowered.com/app/394680/Mountain_Crime_Requital/,]
363460,Spermination,13.99,-65%,0.06,3.3,5,3,1.48,9.89,-5.58,-61.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-363460,https://store.steampowered.com/app/363460/Spermination/,]
466780,Prehistoric Tales,13.99,-65%,0.06,3.3,6,3,1.48,9.89,-5.58,-61.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-466780,https://store.steampowered.com/app/466780/Prehistoric_Tales/,]
382300,Kidnapped,13.99,-65%,0.06,3.3,5,3,1.48,9.89,-5.58,-61.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-382300,https://store.steampowered.com/app/382300/Kidnapped/,]
397770,Meridian: Age of Invention,13.99,-65%,0.06,3.3,6,3,1.48,9.89,-5.58,-61.38,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-397770,https://store.steampowered.com/app/397770/Meridian_Age_of_Invention/,]
343390,Elementary My Dear Majesty!,12.59,-10%,0.05,2.75,6,3,1.23,8.25,-5.57,-61.27,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-343390,https://store.steampowered.com/app/343390/Elementary_My_Dear_Majesty/,]
249650,Blackguards,12.99,-90%,0.04,2.2,8,4,1.32,8.8,-5.51,-60.61,,X,Product is priced on par with lowest recorded price,14 days ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-249650,https://store.steampowered.com/app/249650/Blackguards/,]
269670,BADLAND: Game of the Year Edition,12.99,-90%,0.04,2.2,8,4,1.32,8.8,-5.51,-60.61,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-269670,https://store.steampowered.com/app/269670/BADLAND_Game_of_the_Year_Edition/,]
209190,Stealth Bastard Deluxe,12.99,-90%,0.04,2.2,8,4,1.32,8.8,-5.51,-60.61,,X,"lowest price is ARS$ 9,99 at -0%",17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-209190,https://store.steampowered.com/app/209190/Stealth_Bastard_Deluxe/,]
260160,The Last Tinker™: City of Colors,12.99,-90%,0.04,2.2,8,4,1.32,8.8,-5.51,-60.61,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-260160,https://store.steampowered.com/app/260160/The_Last_Tinker_City_of_Colors/,]
615090,Royal Offense,12.99,-90%,0.04,2.2,8,4,1.32,8.8,-5.51,-60.61,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-615090,https://store.steampowered.com/app/615090/Royal_Offense/,]
324730,Caverns of the Snow Witch (Standalone),20.39,-70%,0.08,4.4,8,4,2.64,17.6,-5.43,-59.73,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-324730,https://store.steampowered.com/app/324730/Caverns_of_the_Snow_Witch_Standalone/,]
692930,DreadEye VR,17.99,-90%,0.09,4.95,5,3,2.22,14.85,-5.36,-58.96,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-692930,https://store.steampowered.com/app/692930/DreadEye_VR/,]
471570,Grandpa's Table,16.99,-75%,0.05,2.75,10,5,2.06,13.75,-5.29,-58.19,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-471570,https://store.steampowered.com/app/471570/Grandpas_Table/,]
333120,Inside The Gear,12.24,-65%,0.05,2.75,6,3,1.23,8.25,-5.22,-57.41,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-333120,https://store.steampowered.com/app/333120/Inside_The_Gear/,]
476710,MechaGore,10.79,-60%,0.04,2.2,6,3,0.99,6.6,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-476710,https://store.steampowered.com/app/476710/MechaGore/,]
270630,Haunt the House: Terrortown,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-270630,https://store.steampowered.com/app/270630/Haunt_the_House_Terrortown/,]
243120,Betrayer,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,X,"lowest price is ARS$ 10,19 at -85%",17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-243120,https://store.steampowered.com/app/243120/Betrayer/,]
389250,Planet Alcatraz 2,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-389250,https://store.steampowered.com/app/389250/Planet_Alcatraz_2/,]
733800,Frosty Nights,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-733800,https://store.steampowered.com/app/733800/Frosty_Nights/,]
233230,Kairo,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-233230,https://store.steampowered.com/app/233230/Kairo/,]
487350,Pirate Pop Plus,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-487350,https://store.steampowered.com/app/487350/Pirate_Pop_Plus/,]
246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-246960,https://store.steampowered.com/app/246960/Giana_Sisters_Twisted_Dreams__Rise_of_the_Owlverlord/,]
245150,The Novelist,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,X,"lowest price is ARS$ 10,19 at -85%",17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-245150,https://store.steampowered.com/app/245150/The_Novelist/,]
107600,Waves,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-107600,https://store.steampowered.com/app/107600/Waves/,]
450170,BOOR,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-450170,https://store.steampowered.com/app/450170/BOOR/,]
329690,BasketBelle,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-329690,https://store.steampowered.com/app/329690/BasketBelle/,]
200910,Before the Echo,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-200910,https://store.steampowered.com/app/200910/Before_the_Echo/,]
387060,Earth Overclocked,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-387060,https://store.steampowered.com/app/387060/Earth_Overclocked/,]
335460,An Assassin in Orlandes,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-335460,https://store.steampowered.com/app/335460/An_Assassin_in_Orlandes/,]
286040,Dead Effect,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,X,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-286040,https://store.steampowered.com/app/286040/Dead_Effect/,]
252170,Anomaly Warzone Earth Mobile Campaign,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-252170,https://store.steampowered.com/app/252170/Anomaly_Warzone_Earth_Mobile_Campaign/,]
326120,Horizon Shift,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-326120,https://store.steampowered.com/app/326120/Horizon_Shift/,]
407940,Hyper Bounce Blast,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-407940,https://store.steampowered.com/app/407940/Hyper_Bounce_Blast/,]
377360,Western Press,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-377360,https://store.steampowered.com/app/377360/Western_Press/,]
303840,Point Perfect,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-303840,https://store.steampowered.com/app/303840/Point_Perfect/,]
293600,Arson and Plunder: Unleashed,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-293600,https://store.steampowered.com/app/293600/Arson_and_Plunder_Unleashed/,]
607210,Possessed,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-607210,https://store.steampowered.com/app/607210/Possessed/,]
391340,Ferrum's Secrets: Where Is Grandpa?,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-391340,https://store.steampowered.com/app/391340/Ferrums_Secrets_Where_Is_Grandpa/,]
342450,Sword Daughter,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-342450,https://store.steampowered.com/app/342450/Sword_Daughter/,]
351150,DRAGON: A Game About a Dragon,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,X,"lowest price is ARS$ 6,99 at -90%",17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-351150,https://store.steampowered.com/app/351150/DRAGON_A_Game_About_a_Dragon/,]
251710,Chainsaw Warrior,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-251710,https://store.steampowered.com/app/251710/Chainsaw_Warrior/,]
215770,Shad'O,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-215770,https://store.steampowered.com/app/215770/ShadO/,]
279520,Rage Runner,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-279520,https://store.steampowered.com/app/279520/Rage_Runner/,]
383800,Close Order,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-383800,https://store.steampowered.com/app/383800/Close_Order/,]
618760,IronBorn,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-618760,https://store.steampowered.com/app/618760/IronBorn/,]
414060,iso-Sphere,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-414060,https://store.steampowered.com/app/414060/isoSphere/,]
544790,Happy Empire - A Bouquet for the Princess,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-544790,https://store.steampowered.com/app/544790/Happy_Empire__A_Bouquet_for_the_Princess/,]
354620,Miner Warfare,13.59,-66%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-354620,https://store.steampowered.com/app/354620/Miner_Warfare/,]
363940,Solar Shifter EX,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-363940,https://store.steampowered.com/app/363940/Solar_Shifter_EX/,]
380000,MiniOne Racing,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-380000,https://store.steampowered.com/app/380000/MiniOne_Racing/,]
297100,Beyond Space Remastered Edition,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-297100,https://store.steampowered.com/app/297100/Beyond_Space_Remastered_Edition/,]
368880,Mystery Maze Of Balthasar Castle,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-368880,https://store.steampowered.com/app/368880/Mystery_Maze_Of_Balthasar_Castle/,]
297080,Navpoint,13.59,-80%,0.06,3.3,5,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-297080,https://store.steampowered.com/app/297080/Navpoint/,]
618310,AFTERGRINDER,13.59,-80%,0.06,3.3,6,3,1.48,9.89,-5.18,-56.98,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-618310,https://store.steampowered.com/app/618310/AFTERGRINDER/,]
494320,Wizrogue - Labyrinth of Wizardry,14.99,-90%,0.07,3.85,5,3,1.73,11.55,-5.17,-56.87,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-494320,https://store.steampowered.com/app/494320/Wizrogue__Labyrinth_of_Wizardry/,]
298600,Lovely Planet,12.63,-84%,0.04,2.2,8,4,1.32,8.8,-5.15,-56.65,,X,"lowest price is ARS$ 11,84 at -85%",17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-298600,https://store.steampowered.com/app/298600/Lovely_Planet/,]
586450,HIKIBYOU2,12.14,-55%,0.05,2.75,6,3,1.23,8.25,-5.12,-56.32,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-586450,https://store.steampowered.com/app/586450/HIKIBYOU2/,]
513930,J.U.R : Japan Underground Racing,12.14,-55%,0.05,2.75,5,3,1.23,8.25,-5.12,-56.32,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-513930,https://store.steampowered.com/app/513930/JUR__Japan_Underground_Racing/,]
657200,Hand Simulator,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-657200,https://store.steampowered.com/app/657200/Hand_Simulator/,]
94300,The Dream Machine: Chapter 1 & 2,13.49,-75%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,2020 Halloween Sale,Product is priced on par with lowest recorded price,17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-94300,https://store.steampowered.com/app/94300/The_Dream_Machine_Chapter_1__2/,]
331440,bit Dungeon II,13.49,-75%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,X,"lowest price is ARS$ 10,79 at -80%",17 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-331440,https://store.steampowered.com/app/331440/bit_Dungeon_II/,]
270750,Realms of Arkania 2 - Star Trail Classic,13.49,-75%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-270750,https://store.steampowered.com/app/270750/Realms_of_Arkania_2__Star_Trail_Classic/,]
295730,Sweezy Gunner,13.49,-75%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-295730,https://store.steampowered.com/app/295730/Sweezy_Gunner/,]
270760,Realms of Arkania 3 - Shadows over Riva Classic,13.49,-75%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-270760,https://store.steampowered.com/app/270760/Realms_of_Arkania_3__Shadows_over_Riva_Classic/,]
267670,Realms of Arkania 1 - Blade of Destiny Classic,13.49,-75%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-267670,https://store.steampowered.com/app/267670/Realms_of_Arkania_1__Blade_of_Destiny_Classic/,]
485080,Megapolis,13.49,-75%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-485080,https://store.steampowered.com/app/485080/Megapolis/,]
471170,Romopolis,13.49,-75%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-471170,https://store.steampowered.com/app/471170/Romopolis/,]
462730,Townopolis,13.49,-75%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-462730,https://store.steampowered.com/app/462730/Townopolis/,]
210170,Spirits,13.49,-75%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-210170,https://store.steampowered.com/app/210170/Spirits/,]
603260,The Cat Games,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-603260,https://store.steampowered.com/app/603260/The_Cat_Games/,]
375790,Build 'n Bump,13.49,-75%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-375790,https://store.steampowered.com/app/375790/Build_n_Bump/,]
514580,Cooking Witch,13.49,-50%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-514580,https://store.steampowered.com/app/514580/Cooking_Witch/,]
326190,Alchemy Mysteries: Prague Legends,13.49,-50%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-326190,https://store.steampowered.com/app/326190/Alchemy_Mysteries_Prague_Legends/,]
355760,Drizzlepath,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-355760,https://store.steampowered.com/app/355760/Drizzlepath/,]
312240,SEAL Team 12,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-312240,https://store.steampowered.com/app/312240/SEAL_Team_12/,]
345220,Agent Awesome,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-345220,https://store.steampowered.com/app/345220/Agent_Awesome/,]
357120,Big Action Mega Fight!,13.49,-50%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-357120,https://store.steampowered.com/app/357120/Big_Action_Mega_Fight/,]
313590,Boo Bunny Plague,13.49,-50%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-313590,https://store.steampowered.com/app/313590/Boo_Bunny_Plague/,]
391740,Blaster Shooter GunGuy!,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-391740,https://store.steampowered.com/app/391740/Blaster_Shooter_GunGuy/,]
399910,Ookibloks,13.49,-50%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-399910,https://store.steampowered.com/app/399910/Ookibloks/,]
447950,Bad Caterpillar,13.49,-50%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-447950,https://store.steampowered.com/app/447950/Bad_Caterpillar/,]
547040,Above - VR,13.49,-75%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-547040,https://store.steampowered.com/app/547040/Above__VR/,]
433790,Wooden Floor 2 - Resurrection,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-433790,https://store.steampowered.com/app/433790/Wooden_Floor_2__Resurrection/,]
492490,Zombie Apocalypse: Escape The Undead City,13.49,-50%,0.06,3.3,6,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-492490,https://store.steampowered.com/app/492490/Zombie_Apocalypse_Escape_The_Undead_City/,]
533660,Ziggy's Chase,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-533660,https://store.steampowered.com/app/533660/Ziggys_Chase/,]
528770,Twixel,13.49,-50%,0.06,3.3,5,3,1.48,9.89,-5.08,-55.88,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-528770,https://store.steampowered.com/app/528770/Twixel/,]
426000,HunieCam Studio,23.74,-75%,0.08,4.4,9,5,3.3,22.0,-5.03,-55.33,,X,Product is priced on par with lowest recorded price,18 hours ago,in 5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-426000,https://store.steampowered.com/app/426000/HunieCam_Studio/,]
683830,Weable,14.84,-45%,0.07,3.85,5,3,1.73,11.55,-5.01,-55.11,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-683830,https://store.steampowered.com/app/683830/Weable/,]
364350,The Apotheosis Project,18.08,-33%,0.04,2.2,13,7,2.31,15.4,-4.98,-54.78,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-364350,https://store.steampowered.com/app/364350/The_Apotheosis_Project/,]
370710,Last Heroes,11.99,-70%,0.05,2.75,5,3,1.23,8.25,-4.97,-54.66,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-370710,https://store.steampowered.com/app/370710/Last_Heroes/,]
