AppID,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (counting commission and value of the game) (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link,SI
346040,Joe's Diner,20.99,-80%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-346040,https://store.steampowered.com/app/346040,]
617690,Endless Winter,20.99,-80%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-617690,https://store.steampowered.com/app/617690,]
585940,Project Shield,20.99,-90%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-585940,https://store.steampowered.com/app/585940,]
573260,THOSE DAMN ALIENS! VR,20.99,-80%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-573260,https://store.steampowered.com/app/573260,]
588920,BADASS,21.07,-69%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-588920,https://store.steampowered.com/app/588920,]
552660,8-Bit Arena VR,21.49,-90%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-552660,https://store.steampowered.com/app/552660,]
598700,The Vagrant,21.59,-60%,,,,,,,,,,X,Product is priced on par with lowest recorded price,2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-598700,https://store.steampowered.com/app/598700,]
374150,Concealed Intent,21.59,-88%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-374150,https://store.steampowered.com/app/374150,]
939400,LoveChoice 拣爱,21.59,-20%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-939400,https://store.steampowered.com/app/939400,]
1385730,Mosaique Neko Waifus 3,21.59,-20%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1385730,https://store.steampowered.com/app/1385730,]
1299120,Mosaique Neko Waifus 2,21.59,-20%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1299120,https://store.steampowered.com/app/1299120,]
1192640,Hentai Mosaique Neko Waifus,21.59,-20%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1192640,https://store.steampowered.com/app/1192640,]
457480,Domino Sky,21.59,-60%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-457480,https://store.steampowered.com/app/457480,]
1109360,Hentai Mosaique Fix-IT Shoppe,21.59,-20%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1109360,https://store.steampowered.com/app/1109360,]
1263160,Oppai Muse,21.59,-20%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1263160,https://store.steampowered.com/app/1263160,]
462220,Mahjong Deluxe 3,21.59,-60%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-462220,https://store.steampowered.com/app/462220,]
490980,Daily Chthonicle: Editor's Edition,21.59,-60%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-490980,https://store.steampowered.com/app/490980,]
617590,Affliction,21.59,-60%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-617590,https://store.steampowered.com/app/617590,]
375320,Colortone,21.59,-60%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-375320,https://store.steampowered.com/app/375320,]
365020,Gynophobia,21.59,-20%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-365020,https://store.steampowered.com/app/365020,]
552870,aMAZEing adventures,21.59,-60%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-552870,https://store.steampowered.com/app/552870,]
615550,StratoBash,21.59,-60%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-615550,https://store.steampowered.com/app/615550,]
629030,Employee Recycling Center,21.59,-20%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-629030,https://store.steampowered.com/app/629030,]
388600,articy:draft 3 - Flex License,21.8,-80%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-388600,https://store.steampowered.com/app/388600,]
619930,Spring Bonus,21.84,-77%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-619930,https://store.steampowered.com/app/619930,]
535000,EXIT,21.84,-77%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-535000,https://store.steampowered.com/app/535000,]
263740,FootLOL: Epic Fail League,21.99,-80%,,,,,,,,,,X,"lowest price is ARS$ 10,99 at -90%",2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-263740,https://store.steampowered.com/app/263740,]
441870,OutDrive,21.99,-45%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-441870,https://store.steampowered.com/app/441870,]
488210,JDM Tuner Racing,21.99,-45%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-488210,https://store.steampowered.com/app/488210,]
654350,Cyber Utopia,22.13,-59%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-654350,https://store.steampowered.com/app/654350,]
333660,Towers of Altrac - Epic Defense Battles,22.39,-44%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-333660,https://store.steampowered.com/app/333660,]
405640,Pony Island,22.43,-67%,,,,,,,,,,X,Product is priced on par with lowest recorded price,2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-405640,https://store.steampowered.com/app/405640,]
220740,Chaos on Deponia,22.49,-90%,,,,,,,,,,X,"lowest price is ARS$ 4,79 at -84%",2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-220740,https://store.steampowered.com/app/220740,]
421050,Deponia Doomsday,22.49,-90%,,,,,,,,,,X,Product is priced on par with lowest recorded price,2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-421050,https://store.steampowered.com/app/421050,]
595140,Immortal Redneck,22.49,-90%,,,,,,,,,,X,new highest discount,9 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-595140,https://store.steampowered.com/app/595140,]
318970,StarCrawlers,22.49,-90%,,,,,,,,,,X,Product is priced on par with lowest recorded price,2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-318970,https://store.steampowered.com/app/318970,]
327220,Anna's Quest,22.49,-90%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-327220,https://store.steampowered.com/app/327220,]
269650,Dex,22.49,-90%,,,,,,,,,,X,Product is priced on par with lowest recorded price,5 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-269650,https://store.steampowered.com/app/269650,]
307670,Hard West,22.49,-90%,,,,,,,,,,X,Product is priced on par with lowest recorded price,2 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-307670,https://store.steampowered.com/app/307670,]
