AppID,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (counting commission and value of the game) (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link
7520,Two Worlds II HD,112.49,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 56,24 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-7520,https://store.steampowered.com/app/7520
622770,Hacktag,112.49,-50%,,,,,,,,,,X,"lowest price is ARS$ 56,24 at -75%",4 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-622770,https://store.steampowered.com/app/622770
762650,Depraved,112.49,-50%,,,,,,,,,,X,Product is priced on par with lowest recorded price,3 days ago,4 days,https://www.steamcardexchange.net/index.php?gamepage-appid-762650,https://store.steampowered.com/app/762650
650440,Warbanners,112.49,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 76,49 at -66%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-650440,https://store.steampowered.com/app/650440
494170,Miniature Garden,112.49,-50%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-494170,https://store.steampowered.com/app/494170
630870,Chuusotsu! 1st Graduation: Time After Time,112.49,-50%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-630870,https://store.steampowered.com/app/630870
517500,Tactics: Bludgeons Blessing,112.49,-50%,,,,,,,,,,X,"lowest price is ARS$ 12,59 at -10%",9 days ago,5 days,https://www.steamcardexchange.net/index.php?gamepage-appid-517500,https://store.steampowered.com/app/517500
415200,Motorsport Manager,119.99,-75%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-415200,https://store.steampowered.com/app/415200
971620,Puyo Puyo Champions / ぷよぷよ eスポーツ,122.99,-50%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-971620,https://store.steampowered.com/app/971620
"4570,4580,9310,9450","Warhammer 40,000: Dawn of War - Master Collection",128.74,-75%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-4570,4580,9310,9450","https://store.steampowered.com/app/4570,4580,9310,9450"
834800,SolSeraph,129.19,-66%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-834800,https://store.steampowered.com/app/834800
1016760,Citizens of Space,129.19,-66%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1016760,https://store.steampowered.com/app/1016760
1097880,Super Naughty Maid 2,132.99,-30%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1097880,https://store.steampowered.com/app/1097880
880950,爱上火车-Pure Station-,134.39,-52%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-880950,https://store.steampowered.com/app/880950
983150,樱之杜†净梦者2,134.39,-52%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-983150,https://store.steampowered.com/app/983150
311290,SpellForce 3,134.99,-75%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-311290,https://store.steampowered.com/app/311290
265470,Even the Ocean,134.99,-25%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 53,99 at -70%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-265470,https://store.steampowered.com/app/265470
1126320,Being a DIK - Season 1,135.99,-20%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1126320,https://store.steampowered.com/app/1126320
1387290,Shohei's Adult Streaming Channel,135.99,-15%,,,,,,,,,,Weeklong Deals,new highest discount,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1387290,https://store.steampowered.com/app/1387290
107410,Arma 3,137.49,-75%,,,,,,,,,,X,Product is priced on par with lowest recorded price,5 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-107410,https://store.steampowered.com/app/107410
397460,The Jackbox Party Pack 2,139.99,-50%,,,,,,,,,,Jackbox Games Launch Weekend Sale,"lowest price is ARS$ 111,99 at -60%",4 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-397460,https://store.steampowered.com/app/397460
"7520,200440",Two Worlds II: Velvet Edition,139.99,-50%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-7520,200440","https://store.steampowered.com/app/7520,200440"
504690,Woven,139.99,-50%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-504690,https://store.steampowered.com/app/504690
564950,Starfighter Origins Remastered,139.99,-50%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 44,99 at -80%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-564950,https://store.steampowered.com/app/564950
535930,Two Point Hospital,143.99,-70%,,,,,,,,,,SEGA's 60th Anniversary Celebration,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-535930,https://store.steampowered.com/app/535930
204880,Sins of a Solar Empire: Rebellion®,145.19,-67%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 109,99 at -75%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-204880,https://store.steampowered.com/app/204880
641320,Cooking Simulator,146.24,-35%,,,,,,,,,,X,"lowest price is ARS$ 134,99 at -40%",18 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-641320,https://store.steampowered.com/app/641320
831660,茂伸奇谈-HAPPY END- 合集版,148.49,-55%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-831660,https://store.steampowered.com/app/831660
359600,Assassin’s Creed® Chronicles: Russia,149.7,-70%,,,,,,,,,,Midweek Madness,"lowest price is ARS$ 47,59 at -66%",6 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-359600,https://store.steampowered.com/app/359600
354380,Assassin’s Creed® Chronicles: China,149.7,-70%,,,,,,,,,,Midweek Madness,"lowest price is ARS$ 47,59 at -66%",6 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-354380,https://store.steampowered.com/app/354380
359610,Assassin’s Creed® Chronicles: India,149.7,-70%,,,,,,,,,,Midweek Madness,"lowest price is ARS$ 47,59 at -66%",6 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-359610,https://store.steampowered.com/app/359610
"15620,20570,56400","Warhammer 40,000: Dawn of War II - Master Collection",149.99,-75%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-15620,20570,56400","https://store.steampowered.com/app/15620,20570,56400"
583090,SeaBed,150.74,-33%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 112,49 at -50%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-583090,https://store.steampowered.com/app/583090
733460,First Feudal,152.99,-15%,,,,,,,,,,X,"lowest price is ARS$ 143,99 at -20%",10 days ago,1 day,https://www.steamcardexchange.net/index.php?gamepage-appid-733460,https://store.steampowered.com/app/733460
1049100,泡沫冬景,156.4,-60%,,,,,,,,,,X,new highest discount,4 days ago,4 days,https://www.steamcardexchange.net/index.php?gamepage-appid-1049100,https://store.steampowered.com/app/1049100
359510,Tangle Tower,157.49,-30%,,,,,,,,,,X,Product is priced on par with lowest recorded price,3 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-359510,https://store.steampowered.com/app/359510
817540,SpellForce 3: Soul Harvest,161.69,-67%,,,,,,,,,,Weeklong Deals,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-817540,https://store.steampowered.com/app/817540
657280,Rytmik Studio,164.99,-50%,,,,,,,,,,X,"lowest price is ARS$ 131,99 at -60%",4 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-657280,https://store.steampowered.com/app/657280
"258090,262141,262142,262230,262300",99 Spirits - Complete Collection,164.99,-50%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-258090,262141,262142,262230,262300","https://store.steampowered.com/app/258090,262141,262142,262230,262300"
546050,Puyo Puyo™Tetris®,167.99,-40%,,,,,,,,,,SEGA's 60th Anniversary Celebration,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-546050,https://store.steampowered.com/app/546050
893180,Catherine Classic,169.99,-50%,,,,,,,,,,SEGA's 60th Anniversary Celebration,"lowest price is ARS$ 115,59 at -66%",10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-893180,https://store.steampowered.com/app/893180
232890,Stronghold Crusader 2,173.99,-80%,,,,,,,,,,Weeklong Deals,"lowest price is ARS$ 43,99 at -90%",7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-232890,https://store.steampowered.com/app/232890
881420,Six Ages: Ride Like the Wind,179.99,-20%,,,,,,,,,,X,Product is priced on par with lowest recorded price,4 days ago,3 days,https://www.steamcardexchange.net/index.php?gamepage-appid-881420,https://store.steampowered.com/app/881420
1161190,追忆夏色年华,181.49,-45%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-1161190,https://store.steampowered.com/app/1161190
434170,The Jackbox Party Pack 3,181.99,-35%,,,,,,,,,,Jackbox Games Launch Weekend Sale,"lowest price is ARS$ 139,99 at -50%",4 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-434170,https://store.steampowered.com/app/434170
610180,The Jackbox Party Pack 4,181.99,-35%,,,,,,,,,,Jackbox Games Launch Weekend Sale,"lowest price is ARS$ 153,99 at -45%",4 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-610180,https://store.steampowered.com/app/610180
461510,Tears of Avia,191.24,-15%,,,,,,,,,,X,new highest discount,4 days ago,3 days,https://www.steamcardexchange.net/index.php?gamepage-appid-461510,https://store.steampowered.com/app/461510
954610,Onii-chan Asobo,200.0,-50%,,,,,,,,,,X,Product is priced on par with lowest recorded price,11 days ago,3 days,https://www.steamcardexchange.net/index.php?gamepage-appid-954610,https://store.steampowered.com/app/954610
953490,CARRION,201.74,-25%,,,,,,,,,,Weekend Deal,new highest discount,4 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-953490,https://store.steampowered.com/app/953490
807120,Iratus: Lord of the Dead,203.99,-40%,,,,,,,,,,X,"lowest price is ARS$ 184,79 at -34%",4 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-807120,https://store.steampowered.com/app/807120
"4700,4780",Total War: MEDIEVAL II - Definitive Edition,208.74,-75%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-4700,4780","https://store.steampowered.com/app/4700,4780"
4700,Total War: MEDIEVAL II – Definitive Edition,208.74,-75%,,,,,,,,,,X,"lowest price is ARS$ 56,24 at -75%",10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-4700,https://store.steampowered.com/app/4700
"34030,34178,34179,38185,34174",Total War: NAPOLEON - Definitive Edition,208.74,-75%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-34030,34178,34179,38185,34174","https://store.steampowered.com/app/34030,34178,34179,38185,34174"
34030,Total War: NAPOLEON – Definitive Edition,208.74,-75%,,,,,,,,,,X,"lowest price is ARS$ 56,24 at -75%",10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-34030,https://store.steampowered.com/app/34030
10500,Total War: EMPIRE – Definitive Edition,208.74,-75%,,,,,,,,,,X,"lowest price is ARS$ 56,24 at -75%",10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-10500,https://store.steampowered.com/app/10500
"10500,10600,10604,10606,10607,10608",Total War: EMPIRE - Definitive Edition,208.74,-75%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-10500,10600,10604,10606,10607,10608","https://store.steampowered.com/app/10500,10600,10604,10606,10607,10608"
774461,The Jackbox Party Pack 5,214.49,-35%,,,,,,,,,,Jackbox Games Launch Weekend Sale,"lowest price is ARS$ 181,49 at -45%",4 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-774461,https://store.steampowered.com/app/774461
"15620,20570,56431,56432,56433,56434,56435,56436,56400,56438,56480,56481,56482,56483,56484,56485,56487,56488,56489,56493,56536,56538","Warhammer 40,000: Dawn of War II - Grand Master Collection",217.49,-75%,,,,,,,,,,-,-,-,-,"https://www.steamcardexchange.net/index.php?gamepage-appid-15620,20570,56431,56432,56433,56434,56435,56436,56400,56438,56480,56481,56482,56483,56484,56485,56487,56488,56489,56493,56536,56538","https://store.steampowered.com/app/15620,20570,56431,56432,56433,56434,56435,56436,56400,56438,56480,56481,56482,56483,56484,56485,56487,56488,56489,56493,56536,56538"
637670,Secret of Mana,219.99,-50%,,,,,,,,,,X,Product is priced on par with lowest recorded price,5 days ago,10 days,https://www.steamcardexchange.net/index.php?gamepage-appid-637670,https://store.steampowered.com/app/637670
1262560,Need for Speed™ Most Wanted,224.75,-75%,,,,,,,,,,Midweek Madness,Product is priced on par with lowest recorded price,6 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1262560,https://store.steampowered.com/app/1262560
1262600,Need for Speed™ Rivals,224.75,-75%,,,,,,,,,,Midweek Madness,Product is priced on par with lowest recorded price,6 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1262600,https://store.steampowered.com/app/1262600
1238080,Burnout™ Paradise Remastered,224.75,-75%,,,,,,,,,,Midweek Madness,Product is priced on par with lowest recorded price,6 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1238080,https://store.steampowered.com/app/1238080
560130,Pillars of Eternity II: Deadfire,225.0,-50%,,,,,,,,,,X,Product is priced on par with lowest recorded price,7 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-560130,https://store.steampowered.com/app/560130
1005300,The Jackbox Party Pack 6,230.99,-30%,,,,,,,,,,Jackbox Games Launch Weekend Sale,"lowest price is ARS$ 214,49 at -35%",4 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-1005300,https://store.steampowered.com/app/1005300
34330,Total War: SHOGUN 2,249.74,-75%,,,,,,,,,,-,-,-,-,https://www.steamcardexchange.net/index.php?gamepage-appid-34330,https://store.steampowered.com/app/34330
809890,Shining Resonance Refrain,254.99,-66%,,,,,,,,,,X,"lowest price is ARS$ 187,49 at -75%",10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-809890,https://store.steampowered.com/app/809890
397060,Faeria,259.99,-60%,,,,,,,,,,X,"lowest price is ARS$ 111,99 at -60%",7 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-397060,https://store.steampowered.com/app/397060
790820,Valkyria Chronicles 4 Complete Edition,281.85,-66%,,,,,,,,,,SEGA's 60th Anniversary Celebration,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-790820,https://store.steampowered.com/app/790820
632470,Disco Elysium,307.99,-30%,,,,,,,,,,X,new highest discount,4 days ago,7 days,https://www.steamcardexchange.net/index.php?gamepage-appid-632470,https://store.steampowered.com/app/632470
834530,Yakuza Kiwami,319.99,-50%,,,,,,,,,,X,Product is priced on par with lowest recorded price,10 days ago,2 hours,https://www.steamcardexchange.net/index.php?gamepage-appid-834530,https://store.steampowered.com/app/834530
917840,Wintermoor Tactics Club,323.39,-34%,,,,,,,,,,X,Product is priced on par with lowest recorded price,7 days ago,2 days,https://www.steamcardexchange.net/index.php?gamepage-appid-917840,https://store.steampowered.com/app/917840
